chromosome	start	end	segVal	sample
8	41340001	41970000	11.5108971481382	IM_202
8	41970001	43380000	8.68990937495926	IM_202
8	47490001	100170000	5.02678489836923	IM_202
8	100170001	102540000	8.07214497253907	IM_202
8	102570001	104460000	5.18931137414765	IM_202
8	104460001	105270000	8.22315303019351	IM_202
8	105270001	108360000	5.13684527494326	IM_202
8	108360001	109170000	7.53050041719234	IM_202
8	109170001	144930000	5.76884437545107	IM_202
8	144930001	145980000	4.45244507343349	IM_202
8	145980001	146310000	2.96105903721738	IM_202
9	210001	3960000	2.96937766539719	IM_202
9	3960001	4680000	2.07686814306371	IM_202
9	4710001	97080000	3.03332748631513	IM_202
9	97200001	97770000	4.01439799588435	IM_202
9	97770001	111750000	2.96933315366411	IM_202
9	111750001	112350000	4.15297496275451	IM_202
9	112350001	1.41e+08	2.98716109222041	IM_202
10	120001	8490000	3.86533020312106	IM_202
10	8490001	38490000	2.92855001290615	IM_202
10	42840001	72840000	2.00917156234632	IM_202
10	72840001	73410000	4.00864891579666	IM_202
10	73410001	135420000	2.0004687615258	IM_202
11	210001	13080000	3.03741717957321	IM_202
11	13080001	47070000	2.02280316987539	IM_202
11	47070001	48300000	4.07409126815663	IM_202
11	48540001	85710000	3.06484875470202	IM_202
11	85710001	86220000	1.75588419803048	IM_202
11	86250001	105210000	3.11221653389121	IM_202
11	105210001	134940000	2.02533731239999	IM_202
12	180001	38790000	4.068866936212	IM_202
12	38790001	93210000	3.07794938125399	IM_202
12	93210001	93720000	4.23488923169317	IM_202
12	93720001	98640000	3.06642856490024	IM_202
12	98640001	100110000	3.68984332295249	IM_202
12	100110001	115680000	2.93851226100398	IM_202
12	115680001	119340000	3.95474893356379	IM_202
12	119340001	119700000	2.71127127870797	IM_202
12	119700001	121770000	3.94095944456488	IM_202
12	121770001	122400000	8.00008271425406	IM_202
12	122400001	132510000	6.75035107096245	IM_202
12	132510001	133830000	3.0599310604517	IM_202
13	19530001	115110000	2.0242781087159	IM_202
14	20190001	20280000	10.4613541779399	IM_202
14	20460001	107310000	2.99461804777253	IM_202
15	22320001	102390000	2.01705891872662	IM_202
16	90001	49530000	1.96906543299919	IM_202
16	49530001	50760000	4.8617548329543	IM_202
16	50760001	54300000	6.27522385532081	IM_202
16	54330001	55530000	7.74524040145666	IM_202
16	55530001	87090000	1.93834919264311	IM_202
16	87090001	90150000	3.14934445670475	IM_202
17	1	270000	0.996090836810352	IM_202
17	270001	960000	3.10930916048542	IM_202
17	960001	51630000	2.08670222670946	IM_202
17	51630001	59250000	4.23082319666744	IM_202
17	59250001	79500000	5.25997516312794	IM_202
17	79500001	81090000	2.35856773550121	IM_202
18	150001	78030000	2.98863397830673	IM_202
19	270001	6510000	2.21354755351558	IM_202
19	6510001	24360000	7.06194494348893	IM_202
19	28320001	29430000	8.67213108351706	IM_202
19	29430001	32490000	6.72508176374545	IM_202
19	32490001	36720000	4.04350554183618	IM_202
19	36720001	37260000	5.11567758484415	IM_202
19	37260001	39390000	7.13015428323956	IM_202
19	39390001	40650000	8.24617483359266	IM_202
19	40650001	59100000	2.01369863250519	IM_202
20	60001	62910000	2.94015190926356	IM_202
21	15480001	48090000	3.0167687270485	IM_202
22	17280001	18480000	1.07066624691939	IM_202
22	18480001	19770000	3.53804310681548	IM_202
22	19770001	21150000	6.66219975834996	IM_202
22	21150001	22950000	3.92049215058317	IM_202
22	22950001	2.4e+07	0.985267943044524	IM_202
22	24000001	24600000	7.91744374006751	IM_202
22	24600001	25590000	4.63510989916596	IM_202
22	25590001	26700000	1.13881151347413	IM_202
22	26700001	26850000	3.06995056850659	IM_202
22	26850001	29970000	0.984607240936141	IM_202
22	29970001	30180000	1.77204939695446	IM_202
22	30180001	31560000	12.4294239930717	IM_202
22	31560001	31830000	7.63737610425139	IM_202
22	31830001	32490000	6.42450206179701	IM_202
22	32490001	32970000	3.36784324755472	IM_202
22	32970001	33240000	5.53123833960142	IM_202
22	33240001	34050000	2.81215263413239	IM_202
22	34050001	34320000	5.81165050706488	IM_202
22	34320001	35130000	8.63858910671442	IM_202
22	35130001	36270000	10.4140067755475	IM_202
22	36270001	36810000	8.26125503293359	IM_202
22	36810001	37200000	10.0639477110585	IM_202
22	37200001	40530000	2.9268247228213	IM_202
22	40530001	41490000	3.43314080311427	IM_202
22	41490001	42660000	1.87571323883561	IM_202
22	42660001	50460000	0.97878250868575	IM_202
22	50460001	51180000	1.81322901275046	IM_202
1	840001	8010000	0.930844817888233	IM_282
1	8010001	9510000	1.5985958444718	IM_282
1	9510001	38250000	1.06820920617231	IM_282
1	38250001	99870000	2.00363441458626	IM_282
1	99870001	100140000	4.38392401132645	IM_282
1	100140001	102990000	3.06375702542775	IM_282
1	102990001	149220000	2.01053613832	IM_282
1	149850001	152040000	2.71458198656171	IM_282
1	152040001	182910000	2.11225767716809	IM_282
1	182910001	183900000	2.97680041546055	IM_282
1	183900001	196200000	1.9744752211401	IM_282
1	196200001	234600000	1.06279484576597	IM_282
1	234600001	235500000	1.76559571016864	IM_282
1	235500001	249210000	0.984203411669549	IM_282
2	30001	27540000	1.88961517413468	IM_282
2	27540001	29130000	2.8698586128863	IM_282
2	29130001	43380000	2.00851157160471	IM_282
2	43380001	43740000	3.86775714601438	IM_282
2	43740001	69450000	2.04457400398001	IM_282
2	69450001	80370000	0.989333290106734	IM_282
2	80370001	102600000	2.02574748572953	IM_282
2	102600001	102780000	4.0792025351539	IM_282
2	102780001	113880000	1.84856707904864	IM_282
2	113880001	114750000	2.94627092843881	IM_282
2	114750001	138720000	1.84364531193421	IM_282
2	138720001	198930000	3.03085164668459	IM_282
2	198930001	2.43e+08	1.99317426400486	IM_282
3	90001	4740000	1.91162381051275	IM_282
3	4740001	5070000	3.85775630010282	IM_282
3	5070001	9150000	1.90168393606962	IM_282
3	9180001	9480000	3.43461791945863	IM_282
3	9480001	30300000	2.00103528425624	IM_282
3	30300001	30750000	3.4097134531207	IM_282
3	30750001	56610000	1.96304035344785	IM_282
3	56640001	58710000	2.48617382901882	IM_282
3	58710001	65790000	1.92005937865629	IM_282
3	65790001	66870000	2.70009023010353	IM_282
3	66870001	101520000	1.93783117452391	IM_282
3	101520001	101940000	3.29240182263479	IM_282
3	101940001	144480000	1.98431904244148	IM_282
3	144480001	148920000	2.97709999055961	IM_282
3	148920001	149130000	6.15638070799487	IM_282
3	149130001	151440000	3.18463610304661	IM_282
3	151440001	151590000	5.44860741590118	IM_282
3	151590001	154170000	2.98018210538401	IM_282
3	154170001	176490000	3.86434207733513	IM_282
3	176490001	177840000	6.35498645246433	IM_282
3	177840001	187680000	4.05272578704737	IM_282
3	187680001	190620000	4.91643120279757	IM_282
3	190620001	193500000	3.56758996608538	IM_282
3	193500001	194070000	6.56921297646288	IM_282
3	194070001	197820000	4.21776610429842	IM_282
4	90001	95310000	1.97644953809884	IM_282
4	95310001	96030000	2.91096253680331	IM_282
4	96030001	124230000	2.02092538537387	IM_282
4	124230001	125190000	2.93622448272228	IM_282
4	125190001	132570000	1.8956808807065	IM_282
4	132570001	133470000	1.01254889313733	IM_282
4	133470001	149760000	2.02012820690303	IM_282
4	149760001	190800000	0.990404352446816	IM_282
5	60001	55320000	1.94274812361786	IM_282
5	55320001	139410000	1.03542635765839	IM_282
5	139410001	142680000	2.40578946294189	IM_282
5	142710001	148680000	0.95099549100452	IM_282
5	148680001	149430000	1.54908612636008	IM_282
5	149430001	149730000	0.868386448189321	IM_282
5	149730001	150180000	1.64213047903685	IM_282
5	150180001	153510000	0.982614252394317	IM_282
5	153510001	167160000	1.87532909213566	IM_282
5	167160001	167850000	3.51949406678754	IM_282
5	167850001	172140000	1.79986828026068	IM_282
5	172140001	172290000	4.39936965017933	IM_282
5	172290001	173190000	1.91566246078085	IM_282
5	173190001	173430000	3.6516663724348	IM_282
5	173430001	175290000	1.55230671789995	IM_282
5	175290001	177810000	2.1413939285309	IM_282
5	177810001	179040000	1.65863947765896	IM_282
5	179070001	179580000	3.36583996954838	IM_282
5	179610001	180690000	2.02078043407488	IM_282
6	210001	4320000	1.18486424904703	IM_282
6	4320001	4860000	2.52133557904295	IM_282
6	4860001	6420000	0.786476812876352	IM_282
6	6420001	6930000	2.35406697821359	IM_282
6	6930001	16470000	1.10227536379293	IM_282
6	16470001	17940000	1.86399547891119	IM_282
6	17940001	18360000	1.04806900605303	IM_282
6	18360001	20130000	1.9842830790841	IM_282
6	20130001	21360000	3.08507101729507	IM_282
6	21360001	25590000	1.76977930360337	IM_282
6	25590001	29550000	1.22057531832962	IM_282
6	29550001	34530000	2.28592815491059	IM_282
6	34560001	36750000	1.26352671827977	IM_282
6	36750001	39930000	1.88718409224412	IM_282
6	39930001	44010000	1.18436576710859	IM_282
6	44010001	45330000	1.79427551362639	IM_282
6	45330001	46950000	2.60621240298475	IM_282
6	46950001	47310000	4.29722211236142	IM_282
6	47310001	51720000	2.55514852879379	IM_282
6	51720001	52260000	1.65543254076892	IM_282
6	52260001	53850000	2.69259080129318	IM_282
6	53850001	54750000	1.62582050463127	IM_282
6	54750001	56100000	2.44894444109822	IM_282
6	56100001	65640000	1.67649009906331	IM_282
6	65640001	68820000	0.966255413580811	IM_282
6	68820001	77820000	1.83392237866622	IM_282
6	77820001	80010000	2.33912966756179	IM_282
6	80010001	121710000	1.00911790087801	IM_282
6	121710001	134280000	2.00471780030779	IM_282
6	134280001	134790000	3.19156194060217	IM_282
6	134790001	159960000	2.1066865647214	IM_282
6	159960001	170910000	1.00077921198911	IM_282
7	30001	16740000	2.01704943190598	IM_282
7	16740001	17730000	3.06445054496116	IM_282
7	17730001	46050000	1.94849108896057	IM_282
7	46050001	48330000	2.5860563328235	IM_282
7	48330001	72930000	1.7980032342499	IM_282
7	72930001	77460000	2.76720607219195	IM_282
7	77460001	159120000	1.97824508327976	IM_282
8	180001	1620000	0.599558466407259	IM_282
8	1620001	25770000	0.971461108714696	IM_282
8	25770001	39240000	2.05160711666527	IM_282
8	39240001	39390000	-0.306430883421979	IM_282
8	39390001	119010000	2.00796942129833	IM_282
8	119010001	141420000	2.97106825301784	IM_282
8	141420001	142350000	3.45484679368145	IM_282
8	142350001	144300000	2.31405578410712	IM_282
8	144300001	146310000	3.42190514119559	IM_282
9	210001	3690000	1.96246754425563	IM_282
9	3690001	4350000	3.13752487934891	IM_282
9	4350001	97560000	1.95120449530347	IM_282
9	97560001	97890000	3.26203451465259	IM_282
9	97890001	130260000	1.90645664910619	IM_282
9	130260001	132990000	2.72877795719695	IM_282
9	132990001	1.41e+08	1.8752236962603	IM_282
10	120001	24450000	1.00389642271847	IM_282
10	24450001	24810000	1.85349423548229	IM_282
10	24810001	36930000	1.00884138957672	IM_282
10	36930001	52050000	1.74470415434587	IM_282
10	52050001	52410000	3.00158149252027	IM_282
10	52530001	61380000	1.91913709890856	IM_282
10	61380001	61830000	3.11771050560748	IM_282
10	61830001	63660000	1.97239410249092	IM_282
10	63660001	63870000	4.28264728703326	IM_282
10	63870001	109080000	2.05189886259964	IM_282
10	109080001	111720000	2.67978495162054	IM_282
10	111720001	112830000	3.64393555990872	IM_282
10	112830001	115440000	2.71096614995103	IM_282
10	115440001	116730000	3.76680266972228	IM_282
10	116730001	135420000	2.6361677578138	IM_282
11	210001	12690000	2.15552236460694	IM_282
11	12690001	13260000	3.49137445285136	IM_282
11	13290001	34590000	1.96028434583903	IM_282
11	34590001	35400000	3.02222976602647	IM_282
11	35400001	95760000	2.03101012640384	IM_282
11	95760001	96090000	4.38147946101725	IM_282
11	96090001	134940000	1.98119124445536	IM_282
12	180001	2010000	2.2215829547599	IM_282
12	2010001	6150000	1.65099372507725	IM_282
12	6150001	7290000	3.13270832811347	IM_282
12	7290001	11730000	2.04563014830714	IM_282
12	11730001	13380000	2.8097060717258	IM_282
12	13380001	26250000	2.0887976600666	IM_282
12	26250001	26460000	4.57257583906015	IM_282
12	26460001	89430000	2.05182592448958	IM_282
12	89430001	90180000	2.8461921548501	IM_282
12	90180001	133830000	1.90780097047869	IM_282
13	19530001	21090000	2.24232632856559	IM_282
13	21090001	21570000	1.06372472778537	IM_282
13	21570001	22410000	2.09994310361508	IM_282
13	22410001	22890000	0.936763705969737	IM_282
13	22890001	23460000	2.08431708345352	IM_282
13	23550001	24120000	0.992080430589838	IM_282
13	24120001	24840000	1.43630282560731	IM_282
13	24840001	26910000	0.846001194061249	IM_282
13	26910001	31470000	1.98680116875632	IM_282
13	31470001	34530000	1.07768006590009	IM_282
13	34530001	37980000	2.05011219105034	IM_282
13	37980001	39570000	0.935632723134049	IM_282
13	39570001	40830000	1.89599849312319	IM_282
13	40830001	42840000	1.33991178335674	IM_282
13	42840001	43920000	2.03969684926573	IM_282
13	43920001	44550000	0.881907890399835	IM_282
13	44550001	47370000	2.19814253557716	IM_282
13	47370001	49650000	1.06911257112007	IM_282
13	49650001	56220000	1.95413387398558	IM_282
13	56220001	58350000	0.954626204424162	IM_282
13	58350001	66420000	1.88193876727546	IM_282
13	66420001	72480000	0.949154901188183	IM_282
13	72480001	80370000	2.13308392520913	IM_282
13	80370001	86940000	1.02300581666019	IM_282
13	86940001	87450000	2.00681303782938	IM_282
13	87450001	88740000	0.91642571965118	IM_282
13	88740001	9.6e+07	1.8991405091966	IM_282
13	96000001	98520000	1.04677983351014	IM_282
13	98520001	98880000	2.06073237725058	IM_282
13	98880001	100980000	1.21989336993377	IM_282
13	100980001	102930000	1.92552586969999	IM_282
13	102930001	104490000	0.908632590021112	IM_282
13	104490001	106560000	1.93025210382279	IM_282
13	106560001	107790000	2.52392354404051	IM_282
13	107790001	108720000	1.83280855241288	IM_282
13	108720001	113220000	1.04518317632861	IM_282
13	113220001	115110000	1.99050877302272	IM_282
14	20190001	33390000	2.04286280594155	IM_282
14	33420001	61260000	1.03411492479553	IM_282
14	61260001	62250000	1.73839852005861	IM_282
14	62250001	68370000	0.993427519000012	IM_282
14	68370001	68910000	3.69570797140307	IM_282
14	68910001	69300000	6.22896672020954	IM_282
14	69300001	71820000	3.22660179621257	IM_282
14	71820001	75600000	2.08824655195862	IM_282
14	75600001	75780000	4.77159826443397	IM_282
14	75780001	100920000	1.88309996469871	IM_282
14	100920001	102060000	1.37157792513313	IM_282
14	102060001	107310000	2.10786668168849	IM_282
15	22320001	58560000	2.02143274907628	IM_282
15	58560001	58860000	4.34468325064184	IM_282
15	58860001	94710000	2.0054763154756	IM_282
15	94710001	102390000	2.86619583856083	IM_282
16	90001	870000	2.35735322072106	IM_282
16	870001	1320000	1.26557027786574	IM_282
16	1320001	5010000	2.35116897894499	IM_282
16	5010001	8760000	1.64153140338542	IM_282
16	8760001	9e+06	2.19172705118191	IM_282
16	9000001	11940000	3.25116856820373	IM_282
16	11940001	29670000	1.86914999435243	IM_282
16	29670001	31170000	2.65820220998244	IM_282
16	31170001	57180000	1.8810944454765	IM_282
16	57180001	58020000	2.71782980987268	IM_282
16	58020001	90150000	1.9502760485112	IM_282
17	1	45960000	1.06358381759478	IM_282
17	45960001	70290000	2.08541849049903	IM_282
17	70290001	70650000	3.16086576527924	IM_282
17	70650001	72390000	1.60594551792324	IM_282
17	72390001	81090000	2.30129410185863	IM_282
18	150001	2910000	1.0712309204204	IM_282
18	2910001	3900000	1.55256708374312	IM_282
18	3900001	19830000	0.961412935276927	IM_282
18	19860001	20850000	1.43481963526819	IM_282
18	20850001	78030000	0.987110093459153	IM_282
19	270001	59100000	1.138840574978	IM_282
20	60001	48240000	1.94335419188455	IM_282
20	48240001	49410000	3.04959842220295	IM_282
20	49410001	51540000	1.95202596637265	IM_282
20	51540001	53220000	2.80670267170241	IM_282
20	53220001	54930000	1.78645070422741	IM_282
20	54930001	55920000	2.80570185064415	IM_282
20	55950001	56160000	4.90542963924435	IM_282
20	56160001	59190000	2.57990211696409	IM_282
20	59190001	62910000	1.87585610810814	IM_282
21	15480001	43020000	2.03246289234034	IM_282
21	43020001	45300000	2.87832873071086	IM_282
21	45300001	48090000	1.91034917918317	IM_282
22	17280001	28170000	1.79375802472117	IM_282
22	28260001	32490000	2.32827068621368	IM_282
22	32490001	35640000	1.48123671649323	IM_282
22	35640001	43620000	2.36888986999396	IM_282
22	43620001	45960000	1.67655722578434	IM_282
22	45960001	47250000	2.61021134250103	IM_282
22	47250001	50220000	1.42609044383349	IM_282
22	50220001	51180000	2.3858901151881	IM_282
1	840001	32490000	3.05925367101113	IM_152
1	32490001	34200000	11.969421445151	IM_152
1	34200001	37440000	8.8795534050082	IM_152
1	37440001	39330000	10.6697940161388	IM_152
1	39360001	40290000	12.9055468488822	IM_152
1	40290001	43020000	10.9320133328444	IM_152
1	43050001	45060000	7.02814668495499	IM_152
1	45060001	49740000	2.91994490696311	IM_152
1	49740001	50280000	4.71473294174561	IM_152
1	50280001	59100000	2.88178634065349	IM_152
1	59100001	59280000	1.23740206533553	IM_152
1	59280001	92700000	2.88947072715102	IM_152
1	92700001	95130000	5.13609001706314	IM_152
1	95130001	95400000	3.24483627474386	IM_152
1	95400001	95910000	4.90605728672684	IM_152
1	95910001	97890000	2.79069344716056	IM_152
1	97890001	120240000	1.01857072244547	IM_152
1	120240001	121350000	1.7536019500659	IM_152
1	145380001	150930000	3.86454085100297	IM_152
1	150930001	152760000	7.22922767274878	IM_152
1	152760001	234390000	3.80873845076314	IM_152
1	234390001	235440000	4.70703302695905	IM_152
1	235440001	249210000	3.62844530998328	IM_152
2	30001	2.43e+08	2.94309130628735	IM_152
3	90001	36210000	3.61526056455744	IM_152
3	36210001	36960000	5.16475009892264	IM_152
3	36960001	56400000	3.80384453823873	IM_152
3	56400001	57630000	4.65324450020628	IM_152
3	57630001	112020000	3.74289648299462	IM_152
3	112020001	112680000	4.98288384725326	IM_152
3	112680001	132930000	3.92356034256759	IM_152
3	132930001	133530000	5.65540224855802	IM_152
3	133530001	136020000	4.11174864586989	IM_152
3	136020001	136860000	6.02739734576476	IM_152
3	136860001	154380000	4.02060251261805	IM_152
3	154380001	154500000	1.81972014716985	IM_152
3	154500001	169050000	3.8973839526492	IM_152
3	169050001	170130000	6.21719933561355	IM_152
3	170130001	185730000	4.03548026766186	IM_152
3	185730001	186690000	7.72026082312382	IM_152
3	186690001	197820000	4.14301077366782	IM_152
4	90001	190800000	1.98218767472307	IM_152
5	60001	12390000	6.42139361577454	IM_152
5	12390001	13710000	4.10357264425467	IM_152
5	13710001	15360000	6.81950992752248	IM_152
5	15360001	32760000	6.28273547310634	IM_152
5	32760001	33060000	4.3109880170052	IM_152
5	33060001	41340000	6.42185184290368	IM_152
5	41370001	41670000	4.31672087888128	IM_152
5	41670001	45900000	6.29632634315843	IM_152
5	49560001	180690000	2.00904424763207	IM_152
6	210001	31560000	2.0281082144848	IM_152
6	31560001	32880000	3.28113006475429	IM_152
6	32880001	57660000	1.98779201810869	IM_152
6	57660001	62040000	4.83055058278731	IM_152
6	62250001	157350000	1.9943895869543	IM_152
6	157350001	157530000	4.62557517246885	IM_152
6	157530001	170910000	2.20868166603997	IM_152
7	30001	1170000	3.04024485750749	IM_152
7	1170001	4020000	2.29706953556234	IM_152
7	4020001	4170000	4.40096797635772	IM_152
7	4170001	23070000	2.06747202717867	IM_152
7	23100001	128100000	3.94268775781771	IM_152
7	128310001	128670000	6.22416718821973	IM_152
7	128670001	130050000	4.1888404218639	IM_152
7	130050001	130680000	6.51689303428429	IM_152
7	130680001	159120000	4.00647879460502	IM_152
8	180001	39240000	4.49732102277672	IM_152
8	39240001	39390000	-2.71562378476138	IM_152
8	39390001	42060000	4.79506758425125	IM_152
8	42060001	42930000	8.71180488265376	IM_152
8	42930001	146310000	4.53077265341798	IM_152
9	210001	4890000	2.90535031368269	IM_152
9	4920001	7740000	4.9998327805733	IM_152
9	7740001	38760000	2.94503358499605	IM_152
9	38760001	139590000	2.09669382673161	IM_152
9	139590001	140280000	4.83805320193886	IM_152
9	140280001	1.41e+08	2.30306913311194	IM_152
10	120001	38490000	3.11124103395801	IM_152
